customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnFlag,ServicesAdopted,HasInternet,TenureNorm,ServicesNorm,ContractScore,AutoPay,PaperlessScore,EngagementScore,ChargeToServiceRatio,ChargeRiskNorm,LowTenureRisk,MonthToMonthRisk,EcheckRisk,FiberNoSecurityRisk,UnanchoredRisk,RiskScore,Cohort,CohortName,PC1,PC2,PredictedChurnProbability
8191-XWSZG,Female,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,1022.95,No,0,1,0,0.7222222222222222,0.125,0.5,0,0,39.02777777777777,10.325,0.0939420544337137,0.2777777777777778,0,0,0,1,16.964686372061262,1,Contract-Locked Loyalists,0.1508697005931788,-2.0998247393334077,0.06300778460507718
9959-WOFKT,Male,0,No,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),106.7,7382.25,No,0,6,1,0.9861111111111112,0.75,1.0,1,0,87.01388888888889,15.242857142857144,0.2666499435595134,0.0138888888888888,0,0,0,0,4.277526931170477,4,High-Value Champions,3.5566722614234823,0.562907362350686,0.1528385994940905
4190-MFLUW,Female,0,Yes,Yes,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.2,528.35,Yes,1,3,1,0.1388888888888889,0.375,0.0,1,0,26.111111111111107,13.8,0.2159789288849868,0.8611111111111112,1,0,0,0,45.46190615549703,3,Disengaged Low-Spenders,-1.2768440356983584,0.04323128941039142,0.3551818189379071
4183-MYFRB,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,1862.9,No,0,4,1,0.2916666666666667,0.5,0.0,0,1,30.20833333333333,18.009999999999998,0.3638279192273924,0.7083333333333333,1,1,1,1,84.62408545507755,0,At-Risk Newcomers,-1.182252891279294,1.5965584973561124,0.7881284096011375
8779-QRDMV,Male,1,No,No,1,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,39.65,39.65,Yes,1,2,1,0.0138888888888888,0.25,0.0,0,1,12.986111111111107,13.216666666666669,0.1954931226221832,0.9861111111111112,1,1,0,1,67.65461906155497,3,Disengaged Low-Spenders,-2.309975388123488,-0.26611727752204595,0.7989488540983041
1680-VDCWW,Male,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,202.25,No,0,1,0,0.1666666666666666,0.125,0.5,1,0,29.58333333333333,9.9,0.0790166812993854,0.8333333333333334,0,0,0,0,17.85191688615745,3,Disengaged Low-Spenders,-0.8211182513285379,-2.036576100074091,0.11118112465219435
1066-JKSGK,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,20.15,Yes,1,1,0,0.0138888888888888,0.125,0.0,0,0,4.236111111111111,10.075,0.0851624231782265,0.9861111111111112,1,0,0,1,55.99965856989563,3,Disengaged Low-Spenders,-2.6033915937964736,-1.1270861668249343,0.6151432863482773
3638-WEABW,Female,0,Yes,No,58,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),59.9,3505.1,No,0,4,1,0.8055555555555556,0.5,1.0,1,1,78.19444444444444,11.98,0.1520632133450395,0.1944444444444444,0,0,0,0,6.169837089064481,4,High-Value Champions,2.4704093229963813,-0.9717919044409474,0.06659647153646112
6322-HRPFA,Male,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.6,2970.3,No,0,4,1,0.6805555555555556,0.5,0.0,1,0,48.81944444444444,11.92,0.1499561018437225,0.3194444444444444,1,0,0,0,33.63823041654473,2,Wavering High-Spenders,0.29933442554039913,0.17860548695126557,0.3144062081859268
6865-JZNKO,Female,0,No,No,30,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.3,1530.6,No,0,3,1,0.4166666666666667,0.375,0.0,1,1,40.83333333333333,13.825,0.2168568920105355,0.5833333333333333,1,0,0,1,49.91952004682469,2,Wavering High-Spenders,-0.6674696860576005,0.08036801488747536,0.4175367015484544
6467-CHFZW,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.35,4749.15,Yes,1,5,1,0.6527777777777778,0.625,0.0,0,1,46.59722222222221,16.558333333333334,0.3128475270705297,0.3472222222222222,1,1,1,0,66.63715735050239,2,Wavering High-Spenders,0.14092067025638114,1.7843609225756607,0.7423189629447344
8665-UTDHZ,Male,0,Yes,Yes,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.2,30.2,Yes,1,1,1,0.0138888888888888,0.125,0.0,0,0,4.236111111111111,15.1,0.2616330114135206,0.9861111111111112,1,1,0,0,58.64671739342503,3,Disengaged Low-Spenders,-2.58219825095133,-0.8578214128602235,0.6716383190194908
5248-YGIJN,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.25,6369.45,No,0,8,1,1.0,1.0,1.0,1,1,100.0,10.02777777777778,0.0835040483855234,0.0,0,0,0,0,1.252560725782851,4,High-Value Champions,4.1309682201723525,0.6372451142443583,0.03901186189103195
8773-HHUOZ,Female,0,No,Yes,17,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,64.7,1093.1,Yes,1,3,1,0.2361111111111111,0.375,0.0,0,1,24.51388888888889,16.175,0.2993854258121159,0.7638888888888888,1,0,0,0,44.76855916495952,0,At-Risk Newcomers,-1.1067794750963982,0.2393367430370753,0.3817773144950067
3841-NFECX,Female,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),96.35,6766.95,No,0,6,1,0.9861111111111112,0.75,1.0,1,1,92.0138888888889,13.764285714285714,0.2147246958484886,0.0138888888888888,0,0,0,0,3.498648215505107,4,High-Value Champions,3.6050180320061593,0.31714045758731263,0.11339629969420793
4929-XIHVW,Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.5,181.65,No,0,4,1,0.0277777777777777,0.5,0.0,1,1,30.972222222222214,19.1,0.402107111501317,0.9722222222222222,1,0,1,0,70.47605111696419,0,At-Risk Newcomers,-1.2873928677619952,1.5772718898831761,0.8647425831950869
6827-IEAUQ,Female,0,Yes,Yes,27,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,66.15,1874.45,No,0,5,1,0.375,0.625,0.5,0,0,41.87499999999999,11.025,0.1185250219490781,0.625,0,0,0,0,14.277875329236172,2,Wavering High-Spenders,0.7463888958964336,-0.049933265261917985,0.13426037264196214
7310-EGVHZ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.2,20.2,No,0,1,0,0.0138888888888888,0.125,0.0,1,0,14.23611111111111,10.1,0.0860403863037752,0.9861111111111112,1,0,0,1,56.01282801677885,3,Disengaged Low-Spenders,-2.404914550519387,-1.1140001853929016,0.5555013142115639
3413-BMNZE,Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.25,45.25,No,0,1,1,0.0138888888888888,0.125,0.0,1,0,14.23611111111111,22.625,0.5258999122036875,0.9861111111111112,1,0,0,1,62.61072090527754,3,Disengaged Low-Spenders,-2.352089352681493,-0.4428477389435477,0.7014127514446866
6234-RAAPL,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),99.9,7251.7,No,0,6,1,1.0,0.75,1.0,1,0,87.49999999999999,14.271428571428572,0.2325348049667628,0.0,0,0,0,0,3.4880220745014427,4,High-Value Champions,3.5562093975305284,0.39242692349288705,0.0892977536785417
6047-YHPVI,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,316.9,Yes,1,1,1,0.0694444444444444,0.125,0.0,0,1,11.180555555555555,34.85,0.955223880597015,0.9305555555555556,1,1,1,1,97.93946932006634,0,At-Risk Newcomers,-2.7149707229575597,0.5811241760124585,0.8185848461074885
6572-ADKRS,Female,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.8,3548.3,No,0,2,1,0.6388888888888888,0.25,0.0,1,1,44.8611111111111,24.933333333333334,0.6069651741293532,0.3611111111111111,1,0,1,1,71.32669983416253,2,Wavering High-Spenders,-0.6582330088300727,0.5466801091532953,0.5630510652504861
5380-WJKOV,Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,3549.25,Yes,1,6,1,0.4722222222222222,0.75,0.0,0,1,44.02777777777777,15.19285714285714,0.2648940173084158,0.5277777777777778,1,1,1,1,79.52896581518179,2,Wavering High-Spenders,-0.1330995297981006,2.3836219507348932,0.7549103636166797
8168-UQWWF,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.85,1105.4,Yes,1,5,1,0.1527777777777778,0.625,0.0,1,1,39.09722222222222,16.308333333333334,0.3040678958150424,0.8472222222222222,1,0,1,1,76.50546288167008,0,At-Risk Newcomers,-0.8536096793102866,1.9448505553797564,0.8240251590188364
8865-TNMNX,Male,0,Yes,Yes,10,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,49.55,475.7,No,0,2,1,0.1388888888888889,0.25,0.5,0,0,22.36111111111111,16.516666666666666,0.3113842551946151,0.8611111111111112,0,0,0,0,21.89298605014145,3,Disengaged Low-Spenders,-0.7075675081546811,-1.0515468582125433,0.1482815097537529
9489-DEDVP,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),69.2,4872.35,No,0,5,1,0.9722222222222222,0.625,1.0,1,1,87.77777777777777,11.533333333333331,0.1363769388352356,0.0277777777777777,0,0,0,0,2.60120963808409,4,High-Value Champions,3.1755402676397115,-0.5730969937880014,0.08575116452352963
9867-JCZSP,Female,0,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.75,418.25,No,0,1,0,0.2361111111111111,0.125,0.5,0,0,22.01388888888889,10.375,0.0956979806848112,0.7638888888888888,0,0,0,0,16.713247488049948,3,Disengaged Low-Spenders,-0.8527900929050263,-2.048628013166501,0.05614145846304837
4671-VJLCL,Female,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.85,4861.45,No,0,7,1,0.875,0.875,1.0,1,1,91.875,9.98125,0.0818700614574187,0.125,0,0,0,1,13.728050921861282,4,High-Value Champions,3.3728853670947254,0.32580938145071153,0.12286206983689844
4080-IIARD,Female,0,Yes,No,13,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.2,981.45,No,0,6,1,0.1805555555555555,0.75,0.0,0,1,33.81944444444444,10.885714285714286,0.1136335131067352,0.8194444444444444,1,1,0,0,53.09339158548991,2,Wavering High-Spenders,-0.5259110580203057,1.363394006251174,0.6053683949353816
3714-NTNFO,Female,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.5,3906.7,No,0,3,1,0.6805555555555556,0.375,0.0,0,1,40.06944444444444,21.125,0.4732221246707638,0.3194444444444444,1,1,1,1,78.48722075895034,2,Wavering High-Spenders,-0.5681316227208102,1.0977756640676442,0.7046375779202427
5948-UJZLF,Male,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,97.0,No,0,2,1,0.0277777777777777,0.25,0.0,0,0,8.472222222222221,16.416666666666668,0.3078724026924203,0.9722222222222222,1,0,0,1,59.062530484830745,3,Disengaged Low-Spenders,-2.1944145743558825,-0.16283364461810312,0.6406199589403531
7760-OYPDY,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.65,144.15,Yes,1,2,1,0.0277777777777777,0.25,0.0,0,1,13.47222222222222,26.883333333333336,0.675446297922154,0.9722222222222222,1,1,1,1,94.57613891327674,0,At-Risk Newcomers,-2.4349478345611564,1.0433669719988106,0.8725343225303893
7639-LIAYI,Male,0,No,No,52,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.75,4217.8,No,0,6,1,0.7222222222222222,0.75,1.0,1,1,82.77777777777779,11.392857142857142,0.1314436222250094,0.2777777777777778,0,0,0,1,17.5272098889307,4,High-Value Champions,2.7486269284771603,0.14321752891233971,0.10121214799220747
2954-PIBKO,Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.15,4254.1,No,0,5,1,0.9583333333333334,0.625,1.0,1,1,87.29166666666667,10.691666666666668,0.1068188469417618,0.0416666666666666,0,0,0,0,2.4356160374597606,4,High-Value Champions,3.118738754052419,-0.6915609667794768,0.06208892096499236
8012-SOUDQ,Female,1,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.25,3838.75,No,0,4,1,0.5972222222222222,0.5,0.0,0,1,40.90277777777777,18.05,0.3652326602282704,0.4027777777777778,1,1,1,1,78.5340454589796,2,Wavering High-Spenders,-0.4566959704770285,1.4881632946449765,0.7368777802964024
9420-LOJKX,Female,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.1,1426.4,Yes,1,5,1,0.2083333333333333,0.625,0.0,1,1,41.04166666666667,16.516666666666666,0.3113842551946151,0.7916666666666666,1,0,0,1,55.50409716125257,2,Wavering High-Spenders,-0.417937643231163,1.6912584627667322,0.6439172075090026
6575-SUVOI,Female,1,Yes,No,25,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.5,1752.65,No,0,5,1,0.3472222222222222,0.625,0.0,1,1,45.90277777777778,11.583333333333334,0.138132865086333,0.6527777777777778,1,0,0,0,40.12754853185055,2,Wavering High-Spenders,-0.07940636531169962,0.7833908100985281,0.3975744283054304
7495-OOKFY,Female,1,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.65,633.3,Yes,1,3,1,0.1111111111111111,0.375,0.0,1,1,30.13888888888889,20.1625,0.4394205443371379,0.8888888888888888,1,0,1,0,69.36908594283484,0,At-Risk Newcomers,-1.4379358873834898,0.9606889655494227,0.8149147114780744
4667-QONEA,Female,1,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),74.85,4456.35,No,0,6,1,0.8333333333333334,0.75,0.5,1,1,76.66666666666666,10.69285714285714,0.106860654709645,0.1666666666666666,0,0,0,0,4.936243153978008,4,High-Value Champions,2.4362832144817945,0.24499803266877432,0.18081851673308155
1658-BYGOY,Male,1,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,1752.55,Yes,1,4,1,0.25,0.5,0.0,0,1,28.75,19.09,0.4017559262510974,0.75,1,1,1,1,86.02633889376646,0,At-Risk Newcomers,-1.2569675469271753,1.7454462965822537,0.815437267959443
8769-KKTPH,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),99.65,6311.2,No,0,5,1,0.875,0.625,0.5,1,1,74.375,16.608333333333334,0.3146034533216272,0.125,0,0,0,0,7.219051799824408,4,High-Value Champions,2.3880544730899125,0.6022501558615956,0.26343657637411994
5067-XJQFU,Male,1,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.45,7076.35,No,0,7,1,0.9166666666666666,0.875,0.5,0,1,73.33333333333333,13.55625,0.2074187884108867,0.0833333333333333,0,1,0,0,14.777948492829967,4,High-Value Champions,2.717032826281268,1.3843352047827286,0.40882429149526056
3957-SQXML,Female,0,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.95,894.3,No,0,2,0,0.4722222222222222,0.25,1.0,1,0,54.02777777777777,8.316666666666666,0.0234123500146327,0.5277777777777778,0,0,0,0,10.906740805775048,1,Contract-Locked Loyalists,0.898081844611738,-2.187992238846893,0.046489164114492304
5954-BDFSG,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.5,7853.7,No,0,6,1,1.0,0.75,1.0,1,1,92.5,15.357142857142858,0.2706634892763075,0.0,0,0,0,1,14.059952339144614,4,High-Value Champions,3.5437228027893943,0.7148709290841673,0.18468149213373197
0434-CSFON,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,4707.1,No,0,5,1,0.6527777777777778,0.625,0.0,0,1,46.59722222222221,16.75,0.3195785776997366,0.3472222222222222,1,1,1,0,66.73812310994049,2,Wavering High-Spenders,0.14635464372386744,1.812511023798139,0.7442599111642457
1215-FIGMP,Male,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.9,5450.7,No,0,4,1,0.8333333333333334,0.5,0.0,1,1,59.16666666666666,17.98,0.362774363476734,0.1666666666666666,1,0,1,1,63.77494878548434,2,Wavering High-Spenders,0.44908539510418954,1.2718908847459258,0.5795825005182444
0526-SXDJP,Male,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),42.1,2962.0,No,0,3,1,1.0,0.375,1.0,1,0,76.25,10.525,0.1009657594381036,0.0,0,0,0,0,1.5144863915715543,1,Contract-Locked Loyalists,2.486156631669567,-1.7217369784458738,0.03608023675440379
0557-ASKVU,Female,0,Yes,Yes,18,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),54.4,957.1,No,0,3,1,0.25,0.375,0.5,1,1,45.0,13.6,0.208955223880597,0.75,0,0,0,0,18.13432835820896,1,Contract-Locked Loyalists,0.15590265298416062,-0.73555325088185,0.20115208580196134
5698-BQJOH,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,857.25,Yes,1,4,1,0.125,0.5,0.0,0,0,19.375,18.880000000000003,0.3943810359964882,0.875,1,1,1,1,88.41571553994731,0,At-Risk Newcomers,-1.6572936208862694,1.7599930652262783,0.8139243053145168
5122-CYFXA,Female,0,No,No,3,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.3,244.1,No,0,5,1,0.0416666666666666,0.625,0.0,0,1,25.20833333333333,12.55,0.1720807726075504,0.9583333333333334,1,1,0,1,66.74787825577992,0,At-Risk Newcomers,-1.273044466122308,1.290539306763043,0.7373842080127124
8627-ZYGSZ,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,78.9,3650.35,No,0,3,1,0.6527777777777778,0.375,0.5,0,1,49.09722222222222,19.725,0.4240561896400352,0.3472222222222222,0,1,1,0,43.30528728904498,2,Wavering High-Spenders,0.5654994004389222,0.11257012690086377,0.32567690160904306
3410-YOQBQ,Female,0,No,No,31,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,79.2,2497.2,No,0,6,1,0.4305555555555556,0.75,1.0,0,0,57.56944444444445,11.314285714285717,0.1286843095447134,0.5694444444444444,0,0,0,1,23.31915353205959,4,High-Value Champions,1.756642950916724,0.22041128379047023,0.1435634844163238
3170-NMYVV,Female,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15,930.9,No,0,1,0,0.6944444444444444,0.125,1.0,1,0,58.05555555555555,10.075,0.0851624231782265,0.3055555555555556,0,0,0,0,7.388547458784508,1,Contract-Locked Loyalists,1.1321055373481879,-2.616882502413595,0.03578836096956093
